Position,Track Name,Artist,Streams,URL,Date,Region
10,El Amante,Nicky Jam,12175,https://open.spotify.com/track/3umS4y3uQDkqekNjVpiRUs,2017-05-22,ec
1,Felices los 4,Maluma,27587,https://open.spotify.com/track/0qYTZCo5Bwh1nsUFGZP3zn,2017-05-29,ec
2,Me Rehúso,Danny Ocean,20823,https://open.spotify.com/track/6Zosz8w6CmdGMZM6p4JlbQ,2017-05-29,ec
3,Báilame,Nacho,17770,https://open.spotify.com/track/7lRsNbdOGykkMAgsqs4R1C,2017-05-29,ec
4,Shape of You,Ed Sheeran,17304,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,2017-05-29,ec
5,Una Lady Como Tú,Manuel Turizo,15894,https://open.spotify.com/track/7MHN1aCFtLXjownGhvEQlF,2017-05-29,ec
6,Hey DJ,CNCO,15706,https://open.spotify.com/track/209gZgcfLq2aUuu51vOWBl,2017-05-29,ec
7,Escápate Conmigo,Wisin,15384,https://open.spotify.com/track/2cnKEkpVUSV4wnjQiTWfH6,2017-05-29,ec
8,Ahora Dice,Chris Jeday,13380,https://open.spotify.com/track/22eADXu8DfOAUEDw4vU8qy,2017-05-29,ec
9,Despacito (Featuring Daddy Yankee),Luis Fonsi,12721,https://open.spotify.com/track/4aWmUDTfIPGksMNLV2rQP2,2017-05-29,ec
10,El Amante,Nicky Jam,12531,https://open.spotify.com/track/3umS4y3uQDkqekNjVpiRUs,2017-05-29,ec
1,Felices los 4,Maluma,25226,https://open.spotify.com/track/0qYTZCo5Bwh1nsUFGZP3zn,2017-06-05,ec
2,Me Rehúso,Danny Ocean,20133,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl,2017-06-05,ec
3,Báilame,Nacho,17033,https://open.spotify.com/track/7lRsNbdOGykkMAgsqs4R1C,2017-06-05,ec
4,Una Lady Como Tú,Manuel Turizo,16120,https://open.spotify.com/track/7MHN1aCFtLXjownGhvEQlF,2017-06-05,ec
5,Shape of You,Ed Sheeran,15245,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,2017-06-05,ec
6,Hey DJ,CNCO,15236,https://open.spotify.com/track/209gZgcfLq2aUuu51vOWBl,2017-06-05,ec
7,Escápate Conmigo,Wisin,14980,https://open.spotify.com/track/2cnKEkpVUSV4wnjQiTWfH6,2017-06-05,ec
8,Ahora Dice,Chris Jeday,12982,https://open.spotify.com/track/22eADXu8DfOAUEDw4vU8qy,2017-06-05,ec
9,El Amante,Nicky Jam,11343,https://open.spotify.com/track/3umS4y3uQDkqekNjVpiRUs,2017-06-05,ec
10,Despacito (Featuring Daddy Yankee),Luis Fonsi,10945,https://open.spotify.com/track/4aWmUDTfIPGksMNLV2rQP2,2017-06-05,ec
1,Felices los 4,Maluma,24429,https://open.spotify.com/track/0qYTZCo5Bwh1nsUFGZP3zn,2017-06-12,ec
2,Me Rehúso,Danny Ocean,20344,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl,2017-06-12,ec
3,Una Lady Como Tú,Manuel Turizo,17625,https://open.spotify.com/track/7MHN1aCFtLXjownGhvEQlF,2017-06-12,ec
4,Báilame,Nacho,16919,https://open.spotify.com/track/7lRsNbdOGykkMAgsqs4R1C,2017-06-12,ec
5,Escápate Conmigo,Wisin,15863,https://open.spotify.com/track/2cnKEkpVUSV4wnjQiTWfH6,2017-06-12,ec
6,Shape of You,Ed Sheeran,15458,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,2017-06-12,ec
7,Hey DJ,CNCO,15271,https://open.spotify.com/track/209gZgcfLq2aUuu51vOWBl,2017-06-12,ec
8,Ahora Dice,Chris Jeday,13451,https://open.spotify.com/track/22eADXu8DfOAUEDw4vU8qy,2017-06-12,ec
9,El Amante,Nicky Jam,11312,https://open.spotify.com/track/3umS4y3uQDkqekNjVpiRUs,2017-06-12,ec
10,Despacito (Featuring Daddy Yankee),Luis Fonsi,10811,https://open.spotify.com/track/4aWmUDTfIPGksMNLV2rQP2,2017-06-12,ec
1,Felices los 4,Maluma,22556,https://open.spotify.com/track/0qYTZCo5Bwh1nsUFGZP3zn,2017-06-19,ec
2,Me Rehúso,Danny Ocean,20646,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl,2017-06-19,ec
3,Una Lady Como Tú,Manuel Turizo,17749,https://open.spotify.com/track/7MHN1aCFtLXjownGhvEQlF,2017-06-19,ec
4,Báilame,Nacho,16588,https://open.spotify.com/track/7lRsNbdOGykkMAgsqs4R1C,2017-06-19,ec
5,Escápate Conmigo,Wisin,15594,https://open.spotify.com/track/2cnKEkpVUSV4wnjQiTWfH6,2017-06-19,ec
6,Shape of You,Ed Sheeran,14852,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,2017-06-19,ec
7,Hey DJ,CNCO,14701,https://open.spotify.com/track/209gZgcfLq2aUuu51vOWBl,2017-06-19,ec
8,Ahora Dice,Chris Jeday,12914,https://open.spotify.com/track/22eADXu8DfOAUEDw4vU8qy,2017-06-19,ec
9,El Amante,Nicky Jam,10682,https://open.spotify.com/track/3umS4y3uQDkqekNjVpiRUs,2017-06-19,ec
10,Despacito (Featuring Daddy Yankee),Luis Fonsi,10289,https://open.spotify.com/track/4aWmUDTfIPGksMNLV2rQP2,2017-06-19,ec
1,Felices los 4,Maluma,20912,https://open.spotify.com/track/0qYTZCo5Bwh1nsUFGZP3zn,2017-06-26,ec
2,Me Rehúso,Danny Ocean,19659,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl,2017-06-26,ec
3,Una Lady Como Tú,Manuel Turizo,17655,https://open.spotify.com/track/7MHN1aCFtLXjownGhvEQlF,2017-06-26,ec
4,Báilame,Nacho,15420,https://open.spotify.com/track/7lRsNbdOGykkMAgsqs4R1C,2017-06-26,ec
5,Escápate Conmigo,Wisin,14850,https://open.spotify.com/track/2cnKEkpVUSV4wnjQiTWfH6,2017-06-26,ec
6,Shape of You,Ed Sheeran,14327,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,2017-06-26,ec
7,Hey DJ,CNCO,13765,https://open.spotify.com/track/209gZgcfLq2aUuu51vOWBl,2017-06-26,ec
8,Ahora Dice,Chris Jeday,12012,https://open.spotify.com/track/22eADXu8DfOAUEDw4vU8qy,2017-06-26,ec
9,Me Enamoré,Shakira,10263,https://open.spotify.com/track/4qknM1pQz53QOyfDVTjcM9,2017-06-26,ec
10,El Amante,Nicky Jam,10048,https://open.spotify.com/track/3umS4y3uQDkqekNjVpiRUs,2017-06-26,ec
1,Felices los 4,Maluma,20100,https://open.spotify.com/track/0qYTZCo5Bwh1nsUFGZP3zn,2017-07-03,ec
2,Me Rehúso,Danny Ocean,19694,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl,2017-07-03,ec
3,Mi Gente,J Balvin,19572,https://open.spotify.com/track/2rb5MvYT7ZIxbKW5hfcHx8,2017-07-03,ec
4,Una Lady Como Tú,Manuel Turizo,18771,https://open.spotify.com/track/7MHN1aCFtLXjownGhvEQlF,2017-07-03,ec
5,Escápate Conmigo,Wisin,15818,https://open.spotify.com/track/2cnKEkpVUSV4wnjQiTWfH6,2017-07-03,ec
6,Báilame,Nacho,15662,https://open.spotify.com/track/7lRsNbdOGykkMAgsqs4R1C,2017-07-03,ec
7,Hey DJ,CNCO,13957,https://open.spotify.com/track/209gZgcfLq2aUuu51vOWBl,2017-07-03,ec
8,Shape of You,Ed Sheeran,13912,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,2017-07-03,ec
9,Ahora Dice,Chris Jeday,12642,https://open.spotify.com/track/22eADXu8DfOAUEDw4vU8qy,2017-07-03,ec
10,Bonita,J Balvin,11799,https://open.spotify.com/track/693iqPOQvhI7PobtR8CC8v,2017-07-03,ec
1,Mi Gente,J Balvin,26029,https://open.spotify.com/track/2rb5MvYT7ZIxbKW5hfcHx8,2017-07-10,ec
2,Me Rehúso,Danny Ocean,21056,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl,2017-07-10,ec
3,Felices los 4,Maluma,20890,https://open.spotify.com/track/0qYTZCo5Bwh1nsUFGZP3zn,2017-07-10,ec
4,Una Lady Como Tú,Manuel Turizo,20811,https://open.spotify.com/track/7MHN1aCFtLXjownGhvEQlF,2017-07-10,ec
5,Báilame,Nacho,16724,https://open.spotify.com/track/7lRsNbdOGykkMAgsqs4R1C,2017-07-10,ec
6,Escápate Conmigo,Wisin,16331,https://open.spotify.com/track/2cnKEkpVUSV4wnjQiTWfH6,2017-07-10,ec
7,Hey DJ,CNCO,15145,https://open.spotify.com/track/209gZgcfLq2aUuu51vOWBl,2017-07-10,ec
8,Ahora Dice,Chris Jeday,14765,https://open.spotify.com/track/22eADXu8DfOAUEDw4vU8qy,2017-07-10,ec
9,Shape of You,Ed Sheeran,14159,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,2017-07-10,ec
10,Bonita,J Balvin,13198,https://open.spotify.com/track/693iqPOQvhI7PobtR8CC8v,2017-07-10,ec
1,Mi Gente,J Balvin,25463,https://open.spotify.com/track/2rb5MvYT7ZIxbKW5hfcHx8,2017-07-17,ec
2,Me Rehúso,Danny Ocean,19712,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl,2017-07-17,ec
3,Una Lady Como Tú,Manuel Turizo,19367,https://open.spotify.com/track/7MHN1aCFtLXjownGhvEQlF,2017-07-17,ec
4,Felices los 4,Maluma,19035,https://open.spotify.com/track/0qYTZCo5Bwh1nsUFGZP3zn,2017-07-17,ec
5,Escápate Conmigo,Wisin,15872,https://open.spotify.com/track/2cnKEkpVUSV4wnjQiTWfH6,2017-07-17,ec
6,Báilame,Nacho,15257,https://open.spotify.com/track/7lRsNbdOGykkMAgsqs4R1C,2017-07-17,ec
7,Hey DJ,CNCO,14451,https://open.spotify.com/track/209gZgcfLq2aUuu51vOWBl,2017-07-17,ec
8,Ahora Dice,Chris Jeday,13544,https://open.spotify.com/track/22eADXu8DfOAUEDw4vU8qy,2017-07-17,ec
9,Shape of You,Ed Sheeran,13453,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,2017-07-17,ec
10,Bonita,J Balvin,13148,https://open.spotify.com/track/693iqPOQvhI7PobtR8CC8v,2017-07-17,ec
1,Mi Gente,J Balvin,26730,https://open.spotify.com/track/2rb5MvYT7ZIxbKW5hfcHx8,2017-07-24,ec
2,Una Lady Como Tú,Manuel Turizo,20425,https://open.spotify.com/track/7MHN1aCFtLXjownGhvEQlF,2017-07-24,ec
3,Me Rehúso,Danny Ocean,20349,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl,2017-07-24,ec
4,Felices los 4,Maluma,19037,https://open.spotify.com/track/0qYTZCo5Bwh1nsUFGZP3zn,2017-07-24,ec
5,Báilame,Nacho,15934,https://open.spotify.com/track/7lRsNbdOGykkMAgsqs4R1C,2017-07-24,ec
6,Escápate Conmigo,Wisin,15777,https://open.spotify.com/track/2cnKEkpVUSV4wnjQiTWfH6,2017-07-24,ec
7,Hey DJ,CNCO,13611,https://open.spotify.com/track/209gZgcfLq2aUuu51vOWBl,2017-07-24,ec
8,Bonita,J Balvin,13580,https://open.spotify.com/track/693iqPOQvhI7PobtR8CC8v,2017-07-24,ec
9,Ahora Dice,Chris Jeday,13540,https://open.spotify.com/track/22eADXu8DfOAUEDw4vU8qy,2017-07-24,ec
10,Shape of You,Ed Sheeran,12903,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,2017-07-24,ec
1,Mi Gente,J Balvin,24616,https://open.spotify.com/track/2rb5MvYT7ZIxbKW5hfcHx8,2017-07-31,ec
2,Una Lady Como Tú,Manuel Turizo,19282,https://open.spotify.com/track/7MHN1aCFtLXjownGhvEQlF,2017-07-31,ec
3,Me Rehúso,Danny Ocean,18700,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl,2017-07-31,ec
4,Felices los 4,Maluma,16773,https://open.spotify.com/track/0qYTZCo5Bwh1nsUFGZP3zn,2017-07-31,ec
5,Si Tú La Ves,Nicky Jam,15158,https://open.spotify.com/track/4yN6xPLopmTLvc27pO9LIE,2017-07-31,ec
6,Escápate Conmigo,Wisin,15093,https://open.spotify.com/track/2cnKEkpVUSV4wnjQiTWfH6,2017-07-31,ec
7,Báilame,Nacho,14372,https://open.spotify.com/track/7lRsNbdOGykkMAgsqs4R1C,2017-07-31,ec
8,Bonita,J Balvin,13224,https://open.spotify.com/track/693iqPOQvhI7PobtR8CC8v,2017-07-31,ec
9,Hey DJ,CNCO,12342,https://open.spotify.com/track/209gZgcfLq2aUuu51vOWBl,2017-07-31,ec
10,Ahora Dice,Chris Jeday,12236,https://open.spotify.com/track/22eADXu8DfOAUEDw4vU8qy,2017-07-31,ec
1,Mi Gente,J Balvin,23827,https://open.spotify.com/track/2rb5MvYT7ZIxbKW5hfcHx8,2017-08-07,ec
2,Una Lady Como Tú,Manuel Turizo,18716,https://open.spotify.com/track/7MHN1aCFtLXjownGhvEQlF,2017-08-07,ec
3,Me Rehúso,Danny Ocean,18690,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl,2017-08-07,ec
4,Robarte un Beso,Carlos Vives,16175,https://open.spotify.com/track/4z3GJkrtH97Bj6fRta983T,2017-08-07,ec
5,Felices los 4,Maluma,16083,https://open.spotify.com/track/0qYTZCo5Bwh1nsUFGZP3zn,2017-08-07,ec
6,Escápate Conmigo,Wisin,14918,https://open.spotify.com/track/2cnKEkpVUSV4wnjQiTWfH6,2017-08-07,ec
7,Bonita,J Balvin,13992,https://open.spotify.com/track/693iqPOQvhI7PobtR8CC8v,2017-08-07,ec
8,Báilame,Nacho,13836,https://open.spotify.com/track/7lRsNbdOGykkMAgsqs4R1C,2017-08-07,ec
9,Si Tú La Ves,Nicky Jam,13371,https://open.spotify.com/track/4yN6xPLopmTLvc27pO9LIE,2017-08-07,ec
10,Vivo Pensando En Ti,Felipe Peláez,11983,https://open.spotify.com/track/0H7cz1bR7w9PulJL7Na774,2017-08-07,ec
1,Mi Gente,J Balvin,22849,https://open.spotify.com/track/2rb5MvYT7ZIxbKW5hfcHx8,2017-08-14,ec
2,Robarte un Beso,Carlos Vives,20574,https://open.spotify.com/track/4z3GJkrtH97Bj6fRta983T,2017-08-14,ec
3,Una Lady Como Tú,Manuel Turizo,18584,https://open.spotify.com/track/7MHN1aCFtLXjownGhvEQlF,2017-08-14,ec
4,Me Rehúso,Danny Ocean,18463,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl,2017-08-14,ec
5,Felices los 4,Maluma,16023,https://open.spotify.com/track/0qYTZCo5Bwh1nsUFGZP3zn,2017-08-14,ec
6,Escápate Conmigo,Wisin,15113,https://open.spotify.com/track/2cnKEkpVUSV4wnjQiTWfH6,2017-08-14,ec
7,Bonita,J Balvin,14593,https://open.spotify.com/track/693iqPOQvhI7PobtR8CC8v,2017-08-14,ec
8,Báilame,Nacho,13239,https://open.spotify.com/track/7lRsNbdOGykkMAgsqs4R1C,2017-08-14,ec
9,Si Tú La Ves,Nicky Jam,13107,https://open.spotify.com/track/4yN6xPLopmTLvc27pO9LIE,2017-08-14,ec
10,Hey DJ,CNCO,11880,https://open.spotify.com/track/209gZgcfLq2aUuu51vOWBl,2017-08-14,ec
1,Robarte un Beso,Carlos Vives,21655,https://open.spotify.com/track/4z3GJkrtH97Bj6fRta983T,2017-08-21,ec
2,Mi Gente,J Balvin,20518,https://open.spotify.com/track/2rb5MvYT7ZIxbKW5hfcHx8,2017-08-21,ec
3,Una Lady Como Tú,Manuel Turizo,17484,https://open.spotify.com/track/7MHN1aCFtLXjownGhvEQlF,2017-08-21,ec
4,Me Rehúso,Danny Ocean,17325,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl,2017-08-21,ec
5,Felices los 4,Maluma,14604,https://open.spotify.com/track/0qYTZCo5Bwh1nsUFGZP3zn,2017-08-21,ec
6,Bonita,J Balvin,14096,https://open.spotify.com/track/693iqPOQvhI7PobtR8CC8v,2017-08-21,ec
7,Escápate Conmigo,Wisin,13747,https://open.spotify.com/track/2cnKEkpVUSV4wnjQiTWfH6,2017-08-21,ec
8,Vivo Pensando En Ti,Felipe Peláez,12615,https://open.spotify.com/track/0H7cz1bR7w9PulJL7Na774,2017-08-21,ec
9,Báilame,Nacho,12041,https://open.spotify.com/track/7lRsNbdOGykkMAgsqs4R1C,2017-08-21,ec
10,Si Tú La Ves,Nicky Jam,11649,https://open.spotify.com/track/4yN6xPLopmTLvc27pO9LIE,2017-08-21,ec
1,Robarte un Beso,Carlos Vives,23513,https://open.spotify.com/track/4z3GJkrtH97Bj6fRta983T,2017-08-28,ec
2,Mi Gente,J Balvin,20860,https://open.spotify.com/track/2rb5MvYT7ZIxbKW5hfcHx8,2017-08-28,ec
3,Me Rehúso,Danny Ocean,18005,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl,2017-08-28,ec
4,Una Lady Como Tú,Manuel Turizo,17696,https://open.spotify.com/track/7MHN1aCFtLXjownGhvEQlF,2017-08-28,ec
5,Bonita,J Balvin,14467,https://open.spotify.com/track/693iqPOQvhI7PobtR8CC8v,2017-08-28,ec
6,Felices los 4,Maluma,14378,https://open.spotify.com/track/0qYTZCo5Bwh1nsUFGZP3zn,2017-08-28,ec
7,Escápate Conmigo,Wisin,14104,https://open.spotify.com/track/2cnKEkpVUSV4wnjQiTWfH6,2017-08-28,ec
8,Vivo Pensando En Ti,Felipe Peláez,12845,https://open.spotify.com/track/0H7cz1bR7w9PulJL7Na774,2017-08-28,ec
9,Mayores,Becky G,12666,https://open.spotify.com/track/7JNh1cfm0eXjqFVOzKLyau,2017-08-28,ec
10,Si Tú La Ves,Nicky Jam,11744,https://open.spotify.com/track/4yN6xPLopmTLvc27pO9LIE,2017-08-28,ec
1,Robarte un Beso,Carlos Vives,23370,https://open.spotify.com/track/4z3GJkrtH97Bj6fRta983T,2017-09-04,ec
2,Mi Gente,J Balvin,19528,https://open.spotify.com/track/2rb5MvYT7ZIxbKW5hfcHx8,2017-09-04,ec
3,Me Rehúso,Danny Ocean,17619,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl,2017-09-04,ec
4,Una Lady Como Tú,Manuel Turizo,17021,https://open.spotify.com/track/7MHN1aCFtLXjownGhvEQlF,2017-09-04,ec
5,Mayores,Becky G,14564,https://open.spotify.com/track/7JNh1cfm0eXjqFVOzKLyau,2017-09-04,ec
6,Bonita,J Balvin,14505,https://open.spotify.com/track/693iqPOQvhI7PobtR8CC8v,2017-09-04,ec
7,Vivo Pensando En Ti,Felipe Peláez,13630,https://open.spotify.com/track/0H7cz1bR7w9PulJL7Na774,2017-09-04,ec
8,Escápate Conmigo,Wisin,13467,https://open.spotify.com/track/2cnKEkpVUSV4wnjQiTWfH6,2017-09-04,ec
9,Felices los 4,Maluma,13327,https://open.spotify.com/track/0qYTZCo5Bwh1nsUFGZP3zn,2017-09-04,ec
10,Báilame - Remix,Nacho,11748,https://open.spotify.com/track/3VClLWqNn80Llv0PJOsKgr,2017-09-04,ec
1,Robarte un Beso,Carlos Vives,23060,https://open.spotify.com/track/4z3GJkrtH97Bj6fRta983T,2017-09-11,ec
2,Mi Gente,J Balvin,18275,https://open.spotify.com/track/2rb5MvYT7ZIxbKW5hfcHx8,2017-09-11,ec
3,Me Rehúso,Danny Ocean,16991,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl,2017-09-11,ec
4,Una Lady Como Tú,Manuel Turizo,16865,https://open.spotify.com/track/7MHN1aCFtLXjownGhvEQlF,2017-09-11,ec
5,Mayores,Becky G,16148,https://open.spotify.com/track/7JNh1cfm0eXjqFVOzKLyau,2017-09-11,ec
6,Vivo Pensando En Ti,Felipe Peláez,15180,https://open.spotify.com/track/0H7cz1bR7w9PulJL7Na774,2017-09-11,ec
7,Bonita,J Balvin,14378,https://open.spotify.com/track/693iqPOQvhI7PobtR8CC8v,2017-09-11,ec
8,Báilame - Remix,Nacho,13226,https://open.spotify.com/track/3VClLWqNn80Llv0PJOsKgr,2017-09-11,ec
9,Felices los 4,Maluma,13119,https://open.spotify.com/track/0qYTZCo5Bwh1nsUFGZP3zn,2017-09-11,ec
10,Escápate Conmigo,Wisin,12948,https://open.spotify.com/track/2cnKEkpVUSV4wnjQiTWfH6,2017-09-11,ec
1,Robarte un Beso,Carlos Vives,23251,https://open.spotify.com/track/4z3GJkrtH97Bj6fRta983T,2017-09-18,ec
2,Mi Gente,J Balvin,18786,https://open.spotify.com/track/2rb5MvYT7ZIxbKW5hfcHx8,2017-09-18,ec
3,Me Rehúso,Danny Ocean,17754,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl,2017-09-18,ec
4,Mayores,Becky G,17390,https://open.spotify.com/track/7JNh1cfm0eXjqFVOzKLyau,2017-09-18,ec
5,Una Lady Como Tú,Manuel Turizo,16845,https://open.spotify.com/track/7MHN1aCFtLXjownGhvEQlF,2017-09-18,ec
6,Vivo Pensando En Ti,Felipe Peláez,15364,https://open.spotify.com/track/0H7cz1bR7w9PulJL7Na774,2017-09-18,ec
7,Bonita,J Balvin,15118,https://open.spotify.com/track/693iqPOQvhI7PobtR8CC8v,2017-09-18,ec
8,Báilame - Remix,Nacho,14610,https://open.spotify.com/track/3VClLWqNn80Llv0PJOsKgr,2017-09-18,ec
9,Escápate Conmigo,Wisin,13228,https://open.spotify.com/track/2cnKEkpVUSV4wnjQiTWfH6,2017-09-18,ec
10,Felices los 4,Maluma,13011,https://open.spotify.com/track/0qYTZCo5Bwh1nsUFGZP3zn,2017-09-18,ec
1,Robarte un Beso,Carlos Vives,21080,https://open.spotify.com/track/4z3GJkrtH97Bj6fRta983T,2017-09-25,ec
2,Mayores,Becky G,17201,https://open.spotify.com/track/7JNh1cfm0eXjqFVOzKLyau,2017-09-25,ec
3,Mi Gente,J Balvin,16565,https://open.spotify.com/track/2rb5MvYT7ZIxbKW5hfcHx8,2017-09-25,ec
4,Me Rehúso,Danny Ocean,15711,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl,2017-09-25,ec
5,Vivo Pensando En Ti,Felipe Peláez,14703,https://open.spotify.com/track/0H7cz1bR7w9PulJL7Na774,2017-09-25,ec
6,Suena El Dembow,Joey Montana,14380,https://open.spotify.com/track/5TysCiZtv1HnSWcTcUFusI,2017-09-25,ec
7,Una Lady Como Tú,Manuel Turizo,14347,https://open.spotify.com/track/7MHN1aCFtLXjownGhvEQlF,2017-09-25,ec
8,Báilame - Remix,Nacho,14202,https://open.spotify.com/track/3VClLWqNn80Llv0PJOsKgr,2017-09-25,ec
9,Bonita,J Balvin,13937,https://open.spotify.com/track/693iqPOQvhI7PobtR8CC8v,2017-09-25,ec
10,Que Va,Alex Sensation,12021,https://open.spotify.com/track/7ofxPmTNMj2GP07g1VZa0O,2017-09-25,ec
1,Robarte un Beso,Carlos Vives,19831,https://open.spotify.com/track/4z3GJkrtH97Bj6fRta983T,2017-10-02,ec
2,Mayores,Becky G,17362,https://open.spotify.com/track/7JNh1cfm0eXjqFVOzKLyau,2017-10-02,ec
3,Suena El Dembow,Joey Montana,15272,https://open.spotify.com/track/5TysCiZtv1HnSWcTcUFusI,2017-10-02,ec
4,Me Rehúso,Danny Ocean,15048,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl,2017-10-02,ec
5,Vivo Pensando En Ti,Felipe Peláez,14612,https://open.spotify.com/track/0H7cz1bR7w9PulJL7Na774,2017-10-02,ec
6,Bonita,J Balvin,13888,https://open.spotify.com/track/693iqPOQvhI7PobtR8CC8v,2017-10-02,ec
7,Báilame - Remix,Nacho,13434,https://open.spotify.com/track/3VClLWqNn80Llv0PJOsKgr,2017-10-02,ec
8,Mi Gente,J Balvin,13386,https://open.spotify.com/track/2rb5MvYT7ZIxbKW5hfcHx8,2017-10-02,ec
9,Se Preparó,Ozuna,12817,https://open.spotify.com/track/1m69ELEgE6k5ZWsap40ozt,2017-10-02,ec
10,Una Lady Como Tú,Manuel Turizo,12755,https://open.spotify.com/track/7MHN1aCFtLXjownGhvEQlF,2017-10-02,ec
1,Robarte un Beso,Carlos Vives,22171,https://open.spotify.com/track/4z3GJkrtH97Bj6fRta983T,2017-10-09,ec
2,Mayores,Becky G,19202,https://open.spotify.com/track/7JNh1cfm0eXjqFVOzKLyau,2017-10-09,ec
3,Suena El Dembow,Joey Montana,17553,https://open.spotify.com/track/5TysCiZtv1HnSWcTcUFusI,2017-10-09,ec
4,Me Rehúso,Danny Ocean,17137,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl,2017-10-09,ec
5,Báilame - Remix,Nacho,15558,https://open.spotify.com/track/3VClLWqNn80Llv0PJOsKgr,2017-10-09,ec
6,Vivo Pensando En Ti,Felipe Peláez,15411,https://open.spotify.com/track/0H7cz1bR7w9PulJL7Na774,2017-10-09,ec
7,Se Preparó,Ozuna,15012,https://open.spotify.com/track/1m69ELEgE6k5ZWsap40ozt,2017-10-09,ec
8,Bonita,J Balvin,14786,https://open.spotify.com/track/693iqPOQvhI7PobtR8CC8v,2017-10-09,ec
9,Mi Gente,J Balvin,14599,https://open.spotify.com/track/2rb5MvYT7ZIxbKW5hfcHx8,2017-10-09,ec
10,Criminal,Natti Natasha,14312,https://open.spotify.com/track/2SmgFAhQkQCQPyBiBxR6Te,2017-10-09,ec
1,Robarte un Beso,Carlos Vives,18783,https://open.spotify.com/track/4z3GJkrtH97Bj6fRta983T,2017-10-16,ec
2,Mayores,Becky G,18348,https://open.spotify.com/track/7JNh1cfm0eXjqFVOzKLyau,2017-10-16,ec
3,Suena El Dembow,Joey Montana,16649,https://open.spotify.com/track/5TysCiZtv1HnSWcTcUFusI,2017-10-16,ec
4,Criminal,Natti Natasha,15560,https://open.spotify.com/track/2SmgFAhQkQCQPyBiBxR6Te,2017-10-16,ec
5,Se Preparó,Ozuna,14788,https://open.spotify.com/track/1m69ELEgE6k5ZWsap40ozt,2017-10-16,ec
6,Me Rehúso,Danny Ocean,14336,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl,2017-10-16,ec
7,Que Va,Alex Sensation,13961,https://open.spotify.com/track/7ofxPmTNMj2GP07g1VZa0O,2017-10-16,ec
8,Vivo Pensando En Ti,Felipe Peláez,13800,https://open.spotify.com/track/0H7cz1bR7w9PulJL7Na774,2017-10-16,ec
9,Báilame - Remix,Nacho,13553,https://open.spotify.com/track/3VClLWqNn80Llv0PJOsKgr,2017-10-16,ec
10,Bonita,J Balvin,12303,https://open.spotify.com/track/693iqPOQvhI7PobtR8CC8v,2017-10-16,ec
1,Mayores,Becky G,18405,https://open.spotify.com/track/7JNh1cfm0eXjqFVOzKLyau,2017-10-23,ec
2,Robarte un Beso,Carlos Vives,18387,https://open.spotify.com/track/4z3GJkrtH97Bj6fRta983T,2017-10-23,ec
3,Criminal,Natti Natasha,17549,https://open.spotify.com/track/2SmgFAhQkQCQPyBiBxR6Te,2017-10-23,ec
4,Suena El Dembow,Joey Montana,17217,https://open.spotify.com/track/5TysCiZtv1HnSWcTcUFusI,2017-10-23,ec
5,Se Preparó,Ozuna,15858,https://open.spotify.com/track/1m69ELEgE6k5ZWsap40ozt,2017-10-23,ec
6,Que Va,Alex Sensation,14397,https://open.spotify.com/track/7ofxPmTNMj2GP07g1VZa0O,2017-10-23,ec
7,Me Rehúso,Danny Ocean,13997,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl,2017-10-23,ec
8,Báilame - Remix,Nacho,13990,https://open.spotify.com/track/3VClLWqNn80Llv0PJOsKgr,2017-10-23,ec
9,Vivo Pensando En Ti,Felipe Peláez,13644,https://open.spotify.com/track/0H7cz1bR7w9PulJL7Na774,2017-10-23,ec
